,LOC,ORG,GPE,WORK_OF_ART,url
7182,Pacific,"the National Bank of Vanuatu, The United Nation’s Pacific Financial Inclusion Programme, the Governments of Australia, NBV, Port Vila, Luganville, Lenakel and Lakatoro, Port Olry, Emua","New Zealand, Vanuatu",,https://www.solomontimes.com/news/close-to-30000-rural-nivanuatu-to-be-migrated-to-electronic-banking/8808
7183,Provinces,"UNDP Administrator, National General Elections, the National Women's Leadership, the National Youth Policy Launch, Hon, Political, the United Nations Development Programme, Chair of the United Nations Development Group, UNDG","New Zealand, Honiara, Solomon Islands",,https://www.solomontimes.com/news/helen-clark-arrives-in-solomon-islands/8803
7184,"Oceania, Solomon Islands, the South Pacific Games","Tahiti, AS Venus, the A-League, Stade, OFC","Solomon Islands, New Caledonia, The Solomon Islands, Tahiti, Australia, theirThe Solomon Islands, Tagawa, the Solomon Islands","Papeete, Tahiti",https://www.solomontimes.com/news/suri-meets-old-foe-in-u19-challenge/8798
7185,,Patrick Taroga,"Solomon Islands, Zidane Maguekon",,https://www.solomontimes.com/news/solomon-islands-u19-makes-it-to-semifinals/8802
7186,"South Pacific, the Solomon Islands","the Solomon Islands Visitors Bureau, Hon, Webmedia South Pacific, NTO, the Solomon Islands Government","Solomon Islands, Honiara, Hapi Isles, the Solomon Islands, Fiji",,https://www.solomontimes.com/news/visitors-bureau-rebranded/8777
7187,Oceania,"the OFC Women’s Nations Cup Qualifier, Justus","Fiji, Solomon Islands, Samoa, Lautoka",,https://www.solomontimes.com/news/solomon-islands-ragomo-follows-brothers-footsteps/8810
7188,,the Interpretation and Protection from Liability and Victimisation,Solomon Islands,,https://www.solomontimes.com/news/whistleblowers-protection-act-passed-in-parliament/8795
7189,the South Pacific,"The Fiji Meteorological Service, Makira","Solomon Islands, Rennell Island",,https://www.solomontimes.com/news/tropical-disturbance-turns-into-cyclone/8838
7190,Solomon Islands,"Solomon Islands Foreign Affairs, UN General Assembly, the United Nations General Assembly, The High Level Peace Summit, UN Charter","Nelson Mandela‘s, Solomon Islands, Press Release",,https://www.solomontimes.com/news/foreign-minister-addresses-mandelas-peace-summit/8835
7191,,"Hon, the United Nations General Assembly, the Citizenship Investment Program, CIP, Summit, Citizenship Investment Programs, Government, Climate Change","New York, Solomon Islands, Press Release",Transforming Vulnerable Small Islands,https://www.solomontimes.com/news/new-investment-opportunities-highlighted/8836
7192,"Pacific, Mediterranean","UNSW, the Journal of Archaeological Method and Theory, the PANGEA Research Centre, UNSW Sydney, Shetland, “Our archaeological research, the University of Oxford","Scotland, the Solomon Islands, Orkney, Japan, Indonesia",,https://www.solomontimes.com/news/prehistoric-mass-graves-may-be-linked-to-tsunamis/8794
7193,"South Pacific, the South Pacific Basin, the Solomon Islands","the Australian Bureau of Meteorology, the Fiji Meteorological Service","the Solomon Islands, Vanuatu, New Caledonia",,https://www.solomontimes.com/news/tropical-cyclones-could-develop/8837
7194,"the Lockyer Valley, Pacific Island","The Federal Government’s, Seasonal Worker Program, the Federal Government’s, Seasonal Worker Programme, SWP, Growcom, PNG, Tuvalu, the Labour Mobility Assistance Program, LMAP, the Queensland Agriculture Workforce Network, QAWN, the Office of Industrial Relations, Labour Sending Unit, Q&A, the Seasonal Worker Programme, Timor-Leste, North Queensland Register","Bundaberg, the Solomon Islands, Fiji, Papua New Guinea, Queensland, 2016/17, Tonga, Vanuatu",GraceKate Farms on the Darling Downs,https://www.solomontimes.com/news/meeting-labour-needs-in-lockyer-valley-and-bundaberg/8793
7195,,"Forum Solomon Islands International, FSII, The Solomon Islands National Referral Hospital, WHO",New Zealand,,https://www.solomontimes.com/news/pm-orders-audit-into-drug-procurement/8797
7196,"Pacific, the Solomon Islands'","the Queensland Department of Environment and Science, Pacific Beat, the International Trade in Endangered Species of Wild Fauna","Solomon Islands, Honiara, Flora, Papua New Guinea, PNG, Australia",PhD,https://www.solomontimes.com/news/crocodile-tourism-a-possible-solution/8834
7197,,Alu Development,"Solomon Islands, the Shortland Islands, Bougainville, Western Province",,https://www.solomontimes.com/news/armed-robbery-in-shortlands/8832
7198,,"The Royal Solomon Islands Police Force, Hells Point, EOD, Tenaru School, Honiara Air Traffic Control Tower, the RSIPF EOD Team","Honiara, Henderson, Press Release","The Hells Point Demolition Range in Central Guadalcanal, The Air Traffic Control Tower",https://www.solomontimes.com/news/police-to-conduct-live-demolition-of-bombs/8840
7199,"Pacific Islands, the Pacific Islands","Pacific Trade Invest (PTI, Tourism Solomons, Digital Tourism, Trip Advisor, Facebook, PTI Australia, Digital Tourism Program, Digital Tourism Workshops","Australia, Honiara, Munda, Solomon Islands, the Solomon Islands",Tourism Solomons and Strongim Bisnis,https://www.solomontimes.com/news/pti-australias-digital-tourism-workshop/8796
7200,"Caribbean, Africa Caribbean, Small Islands","the Joint Communiqué, Foreign Affairs & External Trade of Hon, the Permanent Mission/Embassy of Saint Lucia, the United Nations, SIDS, Pacific Group of States, ACP, Commonwealth, Climate Change","New York, St. Lucia, Press Release",Foreign Policy,https://www.solomontimes.com/news/new-diplomatic-ties-established/8839
7201,the Stream Valley,"RSP, AC, National Operations, UXO, a Mechanical Time Fuse, Hells Point, EOD Team, Royal Solomon Islands Police","West Honiara, East of Honiara",,https://www.solomontimes.com/news/police-attends-to-another-bomb-report/8833
7202,"Pacific, Europe","Whangarei Museum, the Whangarei Museum, the Methodist Church, Army, YMCA, the 14th Brigade, the New Zealand Military Forces, the 3rd Division, Vella Lavella, Methodist Missionary, the NZ Government, Kelly's Menswear","New Zealand, rattan, the Solomon Islands, Ashton, Kelly, Kaitaia, Singapore, Japan, Italy",,https://www.solomontimes.com/news/solomon-treasures-unveiled/8819
7203,,"the Royal Solomon Islands Police Force, ITA Hardware, Advanced Technology, Render Safe, United Church Rest House, The Royal Solomon Islands Police Force, EOD, the Render Safe Operation","Honiara City, Point Cruz, Rock Haven Inn",,https://www.solomontimes.com/news/police-successfully-defuse-ww2-bomb/8824
7204,"South Pacific, Temotu, San Cristobal, Makira Island, Rendovah Island, Solomon Islands","Betikama Adventist College, a Top National Senior Secondary College, TMI, Adventist Church, Makira","Honiara, Solomon Islands, Betikama, the Solomon Islands, Makira Island",Bible,https://www.solomontimes.com/news/betikama-adventist-shares-gospel-through-mission/8820
7205,Solomon Islands,"Group A, PNG, Raphael Le’ai, ”Waita","New Zealand, Papua New Guinea, New Zealand’s, Solomon Islands",Navu Faunt,https://www.solomontimes.com/news/solomon-islands-advances-to-semis/8826
7206,"south east, Solomon Islands, Gizo Island","the US Geological Survey, Tsunami, the Pacific Tsunami Warning Centre, the United States Geological Survey","the Western Province, Solomon Islands",,https://www.solomontimes.com/news/earthquake-strikes-off-gizo/8829
7207,Solomon Islands,"Heritage Park Hotel, Shell, World Bank","Solomon Islands, Auki, Malaita Province, the Western Province",,https://www.solomontimes.com/news/the-only-way-i-know/8822
7208,,"The Solomon Islands National University, Post-Graduate Certificate, Health Leadership and Management, the National Univerty's School of Nursing and Allied Health Sciences, the Ministry of Health and Medical Services, World Health Organization, WHO, the Korean Government, MHMS, DFAT, the National Health Conferences of, Human Resources Development Alliance, HRDA, Dean of Nursing School, SINU, Ministry of Public Service","HRDA, Press Release",Role Delineation Policy,https://www.solomontimes.com/news/national-university-launches-postgraduate-programme/8825
7209,Village,"Bona, Superintendent, Burungia, Royal Solomon Islands Police","Central Province, Solomon Islands, Burungia Village, Ghumba Village, Press Release",,https://www.solomontimes.com/news/juvenile-arrested-for-alleged-rape-in-central-province/8831
7210,,"the Honiara City Council, HCC, Solomon Water, Kukum Traffic Staff Sergeant, the National Referral Hospital, the Central Police Station, RBT, the Royal Solomon Islands Police Force","Honiara, Solomon Islands, SSgt, Isabel Province, Press Release",Random Breath Test,https://www.solomontimes.com/news/drink-driving-results-in-fatality/8823
7211,,"WorldFish, the Center for International Forestry Research, Forest Resources and Timber Utilization Act","Mararo, Solomon Islands, Philippines, Okapisi",,https://www.solomontimes.com/news/gendered-effects-of-corporate-logging/8818
7212,"Solomon Islands, the Fiji half","FIFA, Sevanaia, OFC","The Solomon Islands, Fiji, Raphael Le’ai, Peru",,https://www.solomontimes.com/news/solomon-islands-through-to-fifa-u17-world-cup/8830
7213,,"the Solomon Islands Government, the Solomon Islands Chamber of Commerce and Industry, SICCI, Business and Government, the Advisory Group, The Advisory Group, Meone, the Business Forum, SIG, the Heritage Park Hotel, “I am, “The Advisory Group, Solomon Islands Graduation, the Royal Solomon Island Police Force","Brisbane, Solomon Islands, Honiara",the Private Sector,https://www.solomontimes.com/news/government-praises-chamber-of-commerce/8827
7214,"Tina River, the Tina River","Tina River Hydro Dam Project, the national capital and reduce, Government, the Undersea Submarine Cable, Reviving of Development Bank","Brisbane, Solomon Islands, Auki",,https://www.solomontimes.com/news/government-reaffirms-support-at-business-forum/8828
7215,Solomon Islands,"Group A, Raphael Le’ai, Philip Ropa, Renagi Ila, Morris Devi, PNG","New Zealand, Papua New Guinea, Solomon Islands, Brendon Tankon",,https://www.solomontimes.com/news/solomons-secures-victory-over-new-zealand/8821
7216,,"the Pacific Islands Forum Leaders’ Summit in Nauru, the Green Climate Fund, the Tina Hydro Project, the Commonwealth Secretariat","Norway, New Zealand, Australia, the United Kingdom, Japan, the United States of America",,https://www.solomontimes.com/news/solomon-islands-holds-bilaterals-with-norwegian-government/8811
7217,,the Correctional Services Solomon Islands Women's Network,Solomon Islands,,https://www.solomontimes.com/news/new-book-documents-solomon-islands-women-working-in-prison-system/8851
7218,Pacific,"Tourism Solomons, Wilson, Guadalcanal, Marine Corps, the Marine Corps","the Solomon Islands, Corps",,https://www.solomontimes.com/news/tourism-solomons-pays-tribute-to-wwii-historian-john-innes/8817
7219,"Taumeasina Island Resort, Pacific","Auelua and Fatialofa of Lepa, Tulaniu-o-Atua Kostas, the Board, Bank of South Pacific (B.S.P., the Lamana Group, Paramount, Pacific Group of States, Bank of South Pacific Limited","Papua New Guinea, Lepa, Samoa, E.U., Taumeasina, PNG, Solomon Islands, Fiji, Greece",,https://www.solomontimes.com/news/pms-village-bestows-sir-kostas-with-chiefly-title/8848
7220,Port Moresby,"The Solomon Islands Submarine Cable Company Limited, XSite Modular, SISCC, the Coral Sea Cable System, CSCS, the Solomon Islands Domestic Network, SIDN, the Commonwealth of Australia, the Governments of Australia, AC","Honiara, Auki, Solomon Islands, the Solomon Islands, Sydney, Australia, Papua New Guinea, Taro, Choiseul Province, Noro, Western Province, Auki in Malaita Province",,https://www.solomontimes.com/news/siscc-picks-xsite-modular-for-landing-stations/8847
7221,,"Raphael Le’ai, PNG","Papua New Guinea, Solomon Island, Solomon Islands, The Solomon Islands",,https://www.solomontimes.com/news/solomon-islands-posts-big-win-in-u16-opener/8815
7222,"South Pacific, the Solomon Islands","Global Witness, Ministry of Finance, Transparency International","the Solomon Islands, China, Papua New Guinea, Beijing",Paradise Lost,https://www.solomontimes.com/news/solomon-islands-commercial-forest-gone-by-2036/8850
7223,"Asia, Pacific, Caribbean","Copenhagen, the UN Office on Drugs and Crime (UNODC, Guardian, the Norwegian ministry of trade, industry and, the United Nations Development Programme, Gunnar Stølsvik, the Norwegian ministry of foreign affairs, Western Pacific, the Norwegian Ministry of Trade Industry and Fisheries, the Nordic Council of Ministers, UNDP","Palau, the Solomon Islands, US, Jamaica, Ghana, Indonesia, India, France, The Faroe Islands, Italy, Norway, Sri Lanka, Kiribati, Namibia",,https://www.solomontimes.com/news/drug-trafficking-at-sea-is-devastating-island-states/8845
7224,Solomon Islands,"South Pacific Division, SPD, the SPD church, “We, Anglican Church, Schubert","the Solomon Islands, Sabbath, Honiara","Adventist Women’s Ministries, Real Me",https://www.solomontimes.com/news/single-women-empowered-and-uplifted-in-the-solomon-islands/8849
7225,Provinces,"SIWBA, Sasali, “I","Malaita, Malaita Province, SIWBA.“So, Honiara",,https://www.solomontimes.com/news/through-hardship-i-have-learnt-to-be-independent/8816
7226,"Pacific, Pacific island","the Australian Government, the Pacific Islands Forum, the Government of Australia","Nauru, Canberra, Solomon Islands, Australia",,https://www.solomontimes.com/news/mou-on-labor-mobility-signed/8812
